UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL
Paul,@SupersizeCombo,2023-01-02T23:13:56.000Z,"Paul
@SupersizeCombo
·
Jan 2",Is CrossFit still a thing,,,,,[],https://twitter.com/SupersizeCombo/status/1610051795543547904
Marquinhos (Tudo Pelo Flamengo),@Marquinhos_RJ21,2023-01-02T22:55:34.000Z,"Marquinhos (Tudo Pelo Flamengo)
@Marquinhos_RJ21
·
Jan 2","E JA ROLOU O PRIMEIRO TREINO COM O MISTER 

 Reprodução/CRF",📷,,,33,"['https://pbs.twimg.com/media/FlgJXoyWIAAxzo8?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FlgJXozWIAgu4lg?format=jpg&name=small']",https://twitter.com/Marquinhos_RJ21/status/1610047173780987904
Azul.,@AzulCaso,2023-01-02T23:30:33.000Z,"Azul.
@AzulCaso
·
Jan 2","El que va a crossfit y no transpira, no va a crossfit",,,,1,[],https://twitter.com/AzulCaso/status/1610055977499246592
Laryssa,@CardosoLaryssa1,2023-01-02T22:14:23.000Z,"Laryssa
@CardosoLaryssa1
·
Jan 2",Fevereiro entro pro crossfit ,🦋,,,,[],https://twitter.com/CardosoLaryssa1/status/1610036811203485698
taty ,@hey_talyson,2023-01-02T23:08:14.000Z,"taty 
@hey_talyson
·
Jan 2",e comecei o ano fitness hoje com o treino mais meia boca da minha vida MORTA de preguiça hoje,,2,,15,[],https://twitter.com/hey_talyson/status/1610050361766678528
im_dougman,@Im_dougman,2023-01-02T23:16:29.000Z,"im_dougman
@Im_dougman
·
Jan 2","O treino mais meia boca do mundo kkkk
Ps: o primeiro do ano",,,,52,['https://pbs.twimg.com/media/FlgOKEzWQAASgDY?format=jpg&name=small'],https://twitter.com/Im_dougman/status/1610052439549562880
maria mel,@melarranhaceu,2023-01-02T22:49:36.000Z,"maria mel
@melarranhaceu
·
Jan 2",1o treino do ano (peito e ombro) e a academia lotada e eu com carisma negativo,,,,8,[],https://twitter.com/melarranhaceu/status/1610045672337596418
Fluminense Stuff,@FluminenseStuff,2023-01-02T23:56:05.000Z,"Fluminense Stuff
@FluminenseStuff
·
Jan 2",".
@_alexsander03
 e Ganso no primeiro treino da temporada.

: Marcelo Gonçalves/Fluminense F.C",📸,2,8,199,"['https://pbs.twimg.com/media/FlgXCzXXkAAd65W?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FlgXDX8WIAMaAIk?format=jpg&name=360x360']",https://twitter.com/FluminenseStuff/status/1610062404376821760
Fitness & Nutrition Coach | IG: GoodEnergyGains,@goodenergygains,2023-01-02T23:01:34.000Z,"Fitness & Nutrition Coach | IG: GoodEnergyGains
@goodenergygains
·
Jan 2","Happy Veganuary
Start the year with healthier choices!
@Cake
.Gains MACRO FRIENDLY VEGAN PROTEIN DONUTS 
Link in bio 

#vegan #plantbased #nutrition #prorein #proteinandthecity #Veganuary2023 #VeganForTheAnimals #veganfood #veganprotein #veganuary #crossfit #fitness",🎊 😋 🌱 🍩 💗 ✨,,,,"['https://pbs.twimg.com/media/FlgJw83aUAAOIsC?format=jpg&name=small', 'https://pbs.twimg.com/media/FlgJxnMakAAw3_C?format=jpg&name=small']",https://twitter.com/goodenergygains/status/1610048686444380163
Craig Wilkinson,@coach_wilki,2023-01-02T22:24:48.000Z,"Craig Wilkinson
@coach_wilki
·
Jan 2","Lean Whey Snickerdoodle
Get your sweet tooth fix without compromising your New Years resolutions! Snickerdoodle Lean Whey offers a guilt-free way to indulge in the delicious flavor of cookies & cinnamon with its nutrient packed formula 
Discount Code: CRAI445 
@musclesportusa",🚨 🚨,1,,,['https://pbs.twimg.com/media/FlgCVSSXkAA5NNu?format=jpg&name=900x900'],https://twitter.com/coach_wilki/status/1610039434547806208
Central do São Paulo,@centraIsaopaulo,2023-01-02T23:51:47.000Z,"Central do São Paulo
@centraIsaopaulo
·
Jan 2",O meia Patrick participou normalmente do treino de hoje no CT. ,👀,3,2,476,['https://pbs.twimg.com/media/FlgWO1ZWQAE_SRz?format=jpg&name=small'],https://twitter.com/centraIsaopaulo/status/1610061321839558658
JP3,@J0rdanPool3,2023-01-02T23:13:49.000Z,"JP3
@J0rdanPool3
·
Jan 2","Sobre o Andrew Wiggins estar fora novamente:

Steve Kerr tem uma regra de que os jogadores voltando de lesão/doença, precisam fazer um bom treino antes de voltarem a jogar. 

Esse treino seria no final de semana, mas foi cancelado por causa dos alagamentos em San Francisco.",,1,1,99,[],https://twitter.com/J0rdanPool3/status/1610051768498487302
Bibi,@Mendyyyyys,2023-01-02T23:56:58.000Z,"Bibi
@Mendyyyyys
·
Jan 2","Agr q vi os videos do treino do Vakif, o clima tão bom , o gui rachando da bolada q aylin tomou da egonu, ela tomando ota em seguida e a nika rachando tbm ",😂 😂 😂 😂 😂 😂 😂 😂,1,2,55,[],https://twitter.com/Mendyyyyys/status/1610062628671332354
c,@fuckatnip,2023-01-02T23:27:30.000Z,"c
@fuckatnip
·
Jan 2","*abro o tiktok* 
vamo comigo q eu vou ensinar como fazer um churros pra voce comer de pre treino sem culpa
tudo que voce vai precisar é de uma banan- 
*fecho o tiktok*",,3,1,23,[],https://twitter.com/fuckatnip/status/1610055210331783171
Supinoson Marx de Agacha Jr.,@MuscularKuromi,2023-01-02T23:13:03.000Z,"Supinoson Marx de Agacha Jr.
@MuscularKuromi
·
Jan 2",Eu abri minha galeria pra mostrar um negócio pra um mano meu no treino e tinha simplesmente uma foto minha pelado de bunda vidas pra cima que a Lara tirou enquanto eu dormia,,1,,12,[],https://twitter.com/MuscularKuromi/status/1610051577141673989
Diário do WOD,@diariodowod,2023-01-02T23:27:17.000Z,"Diário do WOD
@diariodowod
·
Jan 2","News From CrossFit:

""To preserve what’s most important, we need to understand clearly and without doubt what the ‘magic’ of CrossFit actually is. Next, we have to be able to communicate that magic effectively,"" –– Nicole Carroll #CrossFit https://bit.ly/3Wy01fH

— CrossFit (@…",,,,,['https://pbs.twimg.com/card_img/1669643054234451968/Cndolxjp?format=jpg&name=small'],https://twitter.com/diariodowod/status/1610055158360166401
luisito,@lmLuisBec,2023-01-02T23:49:32.000Z,"luisito
@lmLuisBec
·
Jan 2","tenia rato sin hacer ejercicio y no me acordaba que la proteina nueva que compre esta bien mala, pero obvi me la acabare",🛸,,,6,['https://pbs.twimg.com/media/FlgVuSgacAErA7a?format=jpg&name=small'],https://twitter.com/lmLuisBec/status/1610060754866286592
Christopher Cary,@cary,2023-01-02T23:16:29.000Z,"Christopher Cary
@cary
·
Jan 2",Me after my two (2) first classes at CrossFit https://twitter.com/ToxxxicZombie/status/1610044018192437248…,,,,2,[],https://twitter.com/cary/status/1610052439759110147
Dr. Josh Funk,@drjoshfunk,2023-01-02T22:50:07.000Z,"Dr. Josh Funk
@drjoshfunk
·
Jan 2","Check out some highlights from the Winter Solo CrossFit competition

The event was in Top Tier in Columbia, MD",‼ ‼,,,3,['https://pbs.twimg.com/ext_tw_video_thumb/1610045730055405569/pu/img/I4lHsO3EW7WlwtpI.jpg'],https://twitter.com/drjoshfunk/status/1610045805167054848
José Ezequiel Filho,@Ezequiel_Filho1,2023-01-02T23:25:26.000Z,"José Ezequiel Filho
@Ezequiel_Filho1
·
Jan 2","O treino de amanhã do Palmeiras deveria ser na Vila Belmiro.  
___
Ônibus oficial com todos atletas... ""treino rápido""",,,,7,[],https://twitter.com/Ezequiel_Filho1/status/1610054689940283395
Avaí Futebol Clube,@AvaiFC,2023-01-02T23:49:21.000Z,"Avaí Futebol Clube
@AvaiFC
·
Jan 2"," Confira o boletim do treino desta segunda-feira na TV Avaí. 

#TimedaRaça 
: Thiago Kaue/
@AvaiFC",🦁 📺 🎥,1,,23,['https://pbs.twimg.com/ext_tw_video_thumb/1610060539257831425/pu/img/VSflB3I6qe9RRkIJ.jpg'],https://twitter.com/AvaiFC/status/1610060709546582017
CrossFit,@CrossFit,2023-01-02T23:14:54.000Z,"CrossFit
@CrossFit
·
Jan 2","""To preserve what’s most important, we need to understand clearly and without doubt what the ‘magic’ of CrossFit actually is. Next, we have to be able to communicate that magic effectively,"" –– Nicole Carroll
#CrossFit",,6,12,80,['https://pbs.twimg.com/card_img/1669643054234451968/Cndolxjp?format=jpg&name=small'],https://twitter.com/CrossFit/status/1610052039245201409
Atkins,@AtkinsInsider,2023-01-02T22:33:03.000Z,"Atkins
@AtkinsInsider
·
Jan 2","Healthy Low Carb Berry Smoothie: http://ms.spr.ly/6011eeoMW
22.8g Protein
5.4g Fat
7.7g Fiber
201.6cal
5.9g net carbs 

Ingredient note: 
For the whey protein powder in this recipe, look for an option that has about 22 g protein and 1 net carb per ounce (28 g).",,,,9,"['https://pbs.twimg.com/media/FlgENemWQAAI44v?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FlgENvcXgAEgAXq?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FlgEN72WAAMVRNU?format=jpg&name=360x360']",https://twitter.com/AtkinsInsider/status/1610041507544793089
BolaVip- São Paulo,@bolavipsaopaulo,2023-01-02T23:09:29.000Z,"BolaVip- São Paulo
@bolavipsaopaulo
·
Jan 2","Igor Gomes foi liberado do treino de hoje, não se reapresentou. 

Está liberado para acertar com o Atlético-MG.

#SPFC #SaoPauloFC #saopaulo

 
@OGabrielSa",💻,,3,6,['https://pbs.twimg.com/media/FlgMjsxWIAAyRwf?format=jpg&name=small'],https://twitter.com/bolavipsaopaulo/status/1610050677316935680
Info Bahêa,@infobahea,2023-01-02T22:58:11.000Z,"Info Bahêa
@infobahea
·
Jan 2"," Bahia se reapresenta e realiza primeiro treino da temporada 2023; veja detalhes

 Quatro atletas ainda aguardam anúncio oficial do clube",🚨 📰,1,1,97,[],https://twitter.com/infobahea/status/1610047833138429953
emily o'hearn,@em_ohearn,2023-01-02T23:31:33.000Z,"emily o'hearn
@em_ohearn
·
Jan 2","“the real magic of 
@CrossFit
 is in this “formula” that is supported by human physiology, by science and data, and by hundreds of thousands of individuals’ results over the last two decades.” - Nicole Carroll",,1,,2,['https://pbs.twimg.com/card_img/1669643054234451968/Cndolxjp?format=jpg&name=small'],https://twitter.com/em_ohearn/status/1610056229916655619
Alejandra Lynch,@Alejand70037478,2023-01-03T23:09:03.000Z,"Alejandra Lynch
@Alejand70037478
·
Jan 3","Good afternoon my beautiful people

#fitness #gym #workout #fitnessmotivation #fit #motivation #bodybuilding #training #health #love #lifestyle #fitfam #instagood #healthylifestyle #sport #gymlife #healthy #gymmotivation #personaltrainer #muscle #crossfit #fitnessmodel #instagram",,1,1,2,['https://pbs.twimg.com/media/FllWC3uWYAEwWIe?format=jpg&name=small'],https://twitter.com/Alejand70037478/status/1610412957602807808
dm,@DustinMorris13,2023-01-03T23:10:21.000Z,"dm
@DustinMorris13
·
Jan 3",So we left Crossfit and Orangetheory in 2021. Can we leave Barry's and Spin in 2022?!,,4,,1,[],https://twitter.com/DustinMorris13/status/1610413284750168067
Estacion De Musculacion,@DeMusculacion,2023-01-03T22:42:56.000Z,"Estacion De Musculacion
@DeMusculacion
·
Jan 3","POR UN 2023 CON PROTEÍNA, GIMNASIO Y UNAS NALGOTAS",🍑 😌,1,11,38,[],https://twitter.com/DeMusculacion/status/1610406383257518080
Nil,@NilTTT,2023-01-03T22:39:36.000Z,"Nil
@NilTTT
·
Jan 3",Essa camisa de treino é mais bonita que aquela camisa japonesa desgraçada de feia,🦅,3,7,62,"['https://pbs.twimg.com/media/FllPTA8XwAEg3TC?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FllPTnRXoAESyTI?format=jpg&name=small']",https://twitter.com/NilTTT/status/1610405543645937664
Skyttlez Fitness,@skyttlezfitness,2023-01-03T22:52:43.000Z,"Skyttlez Fitness
@skyttlezfitness
·
Jan 3",#like #follow #crossfit Quilted Gym Bag https://skyttlezfitness.com/quilted-gym-bag/…,,,,,['https://pbs.twimg.com/media/FllST_vXEAAUniM?format=jpg&name=small'],https://twitter.com/skyttlezfitness/status/1610408847000092674
PersonalFitness3,@personalfitnes3,2023-01-03T23:58:25.000Z,"PersonalFitness3
@personalfitnes3
·
Jan 3","Optimum Nutrition Platinum Hydro-Whey #Protein Supplement Review https://youtu.be/4I7frRg1z2k?list=UU84vqm6dS5Yr7vtDtE5YMOA…
LIKE  SHARE  COMMENT",▪ ▪,,,,['https://pbs.twimg.com/media/FllhWJWWYAMjC85?format=jpg&name=small'],https://twitter.com/personalfitnes3/status/1610425377913962497
Doutor Tio,@DoutorTio,2023-01-03T23:26:48.000Z,"Doutor Tio
@DoutorTio
·
Jan 3",aparentemente 3 dose de pre treino não compensa 3h de sono e jejum de 12h,,3,2,84,['https://pbs.twimg.com/media/FllaG3rWIAAEAOQ?format=jpg&name=900x900'],https://twitter.com/DoutorTio/status/1610417423198322690
Gina,@ginagarcia2617,2023-01-03T23:28:22.000Z,"Gina
@ginagarcia2617
·
Jan 3","Hoy no quise entrenar crossfit, me fui de entro de pierna y casi muero pero estuvo cabron",🦋 😎,2,2,55,['https://pbs.twimg.com/ext_tw_video_thumb/1610417765633892353/pu/img/P0Wgch17dger5rDd.jpg'],https://twitter.com/ginagarcia2617/status/1610417816217477120
luli,@frutsss,2023-01-03T23:56:42.000Z,"luli
@frutsss
·
Jan 3","primeiro treino do crossfit

achei que ia morrer",,3,,9,[],https://twitter.com/frutsss/status/1610424946051764224
Lee Robson,@leerobson23,2023-01-03T23:43:57.000Z,"Lee Robson
@leerobson23
·
Jan 3","Whey #afc fans are awfully touchy when they don’t win a game of football. 

You can be frustrated but this is something else. This is odd behaviour this.",,1,,5,[],https://twitter.com/leerobson23/status/1610421740139585540
CrossFit Elgin,@CrossFitElgin,2023-01-03T23:05:21.000Z,"CrossFit Elgin
@CrossFitElgin
·
Jan 3","Coach Lloyd doing a double-take on this 245# clean pull, hang power clean, front squat, jerk complex.

You are amazing!! Nice work Lloyd.
#crossfit #crossfitelgin #fitness #strength #strong #strongman #fun",,,,1,[],https://twitter.com/CrossFitElgin/status/1610412023569092613
paDAMN,@erentaylorb,2023-01-03T22:57:32.000Z,"paDAMN
@erentaylorb
·
Jan 3","I love (derogatory) tasting a mixture of fruity pebble whey protein and cherry lime aid pre workout when I use my shaker bottle. 

Really gives me that boost I need.",,,,1,[],https://twitter.com/erentaylorb/status/1610410056419352578
ConexãoCEC,@conexaocec,2023-01-03T22:10:40.000Z,"ConexãoCEC
@conexaocec
·
Jan 3"," Fotos do treino do Cruzeiro realizado hoje na Toca II.

 Gustavo Aleixo |  
@Cruzeiro",⚽ 📸 🔗,3,10,386,"['https://pbs.twimg.com/media/FllIqxpX0AAXkF2?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FllIrN4WQAIT2tk?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FllIrknXkAAA3K5?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FllIr5bXgAAoW2p?format=jpg&name=360x360']",https://twitter.com/conexaocec/status/1610398263978360838
Bushido Boose,@SenseiBoose,2023-01-03T23:02:32.000Z,"Bushido Boose
@SenseiBoose
·
Jan 3",Switching back to whey protein from plant protein. More protein per serving. Sorry stomach but gains >>> slight lactose intolerance,,2,,2,[],https://twitter.com/SenseiBoose/status/1610411317814300678
Juliano Souza,@juliano_souza13,2023-01-03T23:10:35.000Z,"Juliano Souza
@juliano_souza13
·
Jan 3","""Thais a whey ai com aaaaaaaaaaaaaai..."" ",🎶,,,2,"['https://pbs.twimg.com/profile_images/1669485536799588357/Z_f0Pe_4_mini.jpg', 'https://pbs.twimg.com/ext_tw_video_thumb/1610099371344896005/pu/img/sElMLRMgabybfcCT.jpg']",https://twitter.com/juliano_souza13/status/1610413342543200257
Juliana,@cabelloxharmo,2023-01-03T23:27:27.000Z,"Juliana
@cabelloxharmo
·
Jan 3","adoro o Otamendi, mas mal seria se ele não fosse ao treino",🔴 ⚪ 🦅 ❤,1,5,45,"['https://pbs.twimg.com/profile_images/1662783246835302403/XG-kFD1x_mini.jpg', 'https://pbs.twimg.com/media/Flk_dLMXEAArK2T?format=jpg&name=small']",https://twitter.com/cabelloxharmo/status/1610417585966678017
NIMBY Patrol,@NimbyPatrol,2023-01-03T23:18:36.000Z,"NIMBY Patrol
@NimbyPatrol
·
Jan 3","New CrossFit workout idea, fill bags of sand at the beach and bring them to my place before it rains.",🌹,2,2,48,[],https://twitter.com/NimbyPatrol/status/1610415358397280256
CrossFit BC,@CrossFitBC,2023-01-03T23:59:56.000Z,"CrossFit BC
@CrossFitBC
·
Jan 3","—
@marcelamacz
 Weightlifting since the womb!  #CrossFitBC @ CrossFit BC",,,,,['https://pbs.twimg.com/card_img/1670626140850126851/lY1Rkhc4?format=jpg&name=240x240'],https://twitter.com/CrossFitBC/status/1610425761776766978
SNC,@SNC503,2023-01-03T22:50:11.000Z,"SNC
@SNC503
·
Jan 3","ISO[H1] COOKIE PROTEIN at http://SportsNutritionCenter.com
25 gm 100% grass-fed whey isolate protein
Cold process, micro and ultra-filtered non-denature whey
12.6 g EAAs per serv 5.7 g BCAAs and 2.8 g Leucine
DigeSEB digestive enzyme blend 
Non-GMO
No hormones or fillers
No amino spiking",,,,,"['https://pbs.twimg.com/media/FllRu5-XoAEdfdO?format=png&name=360x360', 'https://pbs.twimg.com/media/FllRu5BXEAEmpp6?format=jpg&name=240x240', 'https://pbs.twimg.com/media/FllRu5JWQAMmUQw?format=jpg&name=240x240']",https://twitter.com/SNC503/status/1610408210099322883
Ken Lowe,@IllusiveKen,2023-01-03T22:47:43.000Z,"Ken Lowe
@IllusiveKen
·
Jan 3","I long for the Republican house speakers of yesteryear, men who could really command the respect of their fellow Americans: Dennis Hastert, Newt Gingrich, John Boehner, whey-faced losers you could depend on.",,,,,[],https://twitter.com/IllusiveKen/status/1610407589053104128
La ex forra de lengua,@BadFeminista,2023-01-03T23:16:50.000Z,"La ex forra de lengua
@BadFeminista
·
Jan 3","Les cuento mi compra para vivir de ensaladas por la calor pero sin morir ni de hambre ni de embole por si les sirve:
-fiambre. O como proteína principal o para ""el toque""
-pechuga o muslitos para asar, atún
-palta y queso(s) 
-zanahoria (verdura crocante)
-ajo cebolla morrón",⭐ ⭐ ⭐,3,2,44,[],https://twitter.com/BadFeminista/status/1610414915470389254
ge Palmeiras,@geverdao,2023-01-03T23:55:07.000Z,"ge Palmeiras
@geverdao
·
Jan 3","Sem Weverton, Palmeiras faz primeiro treino no campo em 2023",,,6,66,['https://pbs.twimg.com/card_img/1669052235832233984/x0sAzgbm?format=jpg&name=small'],https://twitter.com/geverdao/status/1610424548113154049
Hybrid Athlete || Performance Fitness,@_SwagHercules,2023-01-03T23:39:11.000Z,"Hybrid Athlete || Performance Fitness
@_SwagHercules
·
Jan 3",Feeling dumb when I on my own begin to realize I just invented CrossFit decades after it was invented before me and I ignored it all cause someone made fun of it with a meme in 2011,,4,,14,[],https://twitter.com/_SwagHercules/status/1610420539079921667
Crossfit South Bend,@CrossfitSB,2023-01-03T23:14:19.000Z,"Crossfit South Bend
@CrossfitSB
·
Jan 3","Feel like CrossFit is scary? Too tough? Too intense?
We’ve been coaching for over 14 years, and we’re here to change your mind. 

At CrossFit South Bend, we meet you where you’re at in fitness- starting with what you're capable of doing RIGHT NOW - and m… https://instagr.am/p/Cm-IE_lMBu8/",,,,,['https://pbs.twimg.com/media/FllXQQ0WIAAHP1I?format=jpg&name=small'],https://twitter.com/CrossfitSB/status/1610414280234487810
SPFC 24 HORAS,@SPFC24Horas_,2023-01-03T22:55:32.000Z,"SPFC 24 HORAS
@SPFC24Horas_
·
Jan 3","""É treino, está provado. Aliás vai um abração para ele, pois é um exemplo. O Rogério, goleiro do São Paulo. Você vê que nos outros anos, o melhor batedor de bola parada é o Rogério. Pois acabava o treino e ele ficava treinando""

 Pelé em entrevista no Jô Soares em 2011",🗣,,19,411,['https://pbs.twimg.com/media/FllS1zTX0AAGFM3?format=png&name=small'],https://twitter.com/SPFC24Horas_/status/1610409553165942784
FC Barcelona,@fcbarcelona_br,2023-01-03T22:13:30.000Z,"FC Barcelona
@fcbarcelona_br
·
Jan 3"," O último treino antes da estreia na Copa do Rei. 
 #IntercityBarça 

 #ForçaBarça ",🔜 👊 🔵 🔴,,12,156,['https://pbs.twimg.com/media/FllJPrzXEAI8HNz.jpg'],https://twitter.com/fcbarcelona_br/status/1610398976162791435
GAMEFACE PERFORMANCE,@gfpmindset,2023-01-03T23:01:34.000Z,"GAMEFACE PERFORMANCE
@gfpmindset
·
Jan 3","Control what you can control and find your calm! Mindset is EVERYTHING 

Check out this episode with 4x Crossfit Games Athlete @lekafineman

#GFPmindset #mindset #mentaltoughness #youtube #90percentmental #mentality",🧠,,,,['https://pbs.twimg.com/ext_tw_video_thumb/1610410961915023362/pu/img/EOuoLz5_nOf0rG4a.jpg'],https://twitter.com/gfpmindset/status/1610411074985099264
Central do Timão,@centraldotimao,2023-01-03T22:39:03.000Z,"Central do Timão
@centraldotimao
·
Jan 3","Novo manto! 

Confira as fotos do novo uniforme de treino do Corinthians para 2023:",🏴 🏳,,5,31,[],https://twitter.com/centraldotimao/status/1610405407473766404
infocsarg,@infocsarg,2023-01-03T22:33:51.000Z,"infocsarg
@infocsarg
·
Jan 3","En 10 minutos (aprox) voy a prender stream charlando con 
@kevoesports
 sobre el tema Zakk, la vuelta de try a 9z y demás.

Después de eso primer treino del año con Según Fuentes el equipo de ""periodistas"" pensando en las qualys que vienen.

Los esperamos: http://twitch.tv/infocsarg.",,4,3,65,['https://pbs.twimg.com/card_img/1669452966539960323/VBSBxT6A?format=png&name=240x240'],https://twitter.com/infocsarg/status/1610404097387298817
Matt Cooper,@DM_Coop2,2023-01-03T22:38:21.000Z,"Matt Cooper
@DM_Coop2
·
Jan 3","We had to take December off due to illness. In 2023 mak and I are back at it.

Warm ups of 4 sets of 1 minute row followed by 15 situps. Then 12 minutes of death.

She was sassy through and through but did it.

#HealthyLiving #CrossFit",,,,,"['https://pbs.twimg.com/media/FllPBBTWAAIOZsO?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FllPBZCWIAARtUS?format=jpg&name=360x360']",https://twitter.com/DM_Coop2/status/1610405230591492096
neerajthakur,@neeeraj98053,2023-01-03T22:10:40.000Z,"neerajthakur
@neeeraj98053
·
Jan 3","CrossFit and the cross? This priest has both on Instagram, where the Chris Hemsworth lookalike posts about working out and his faith
https://wealthmindswitchus.com/2023/01/03/crossfit-and-the-cross-this-priest-has-both-on-instagram-where-the-chris-hemsworth-lookalike-posts-about-working-out-and-his-faith/…",,,,,['https://pbs.twimg.com/media/FllIqH7acAEugM2?format=png&name=small'],https://twitter.com/neeeraj98053/status/1610398263240425472
ANTHONY RUSSO,@ANTHONY50192345,2023-01-03T23:59:47.000Z,"ANTHONY RUSSO
@ANTHONY50192345
·
Jan 3","Dani Elle Speegle - BARBELL GIRL - Crossfit Motivation. https://youtube.com/shorts/Na8fnhMcsMI?feature=share… via 
@YouTube",,,,,[],https://twitter.com/ANTHONY50192345/status/1610425722392174593
Yuri Catarino,@yuricatarino,2023-01-04T22:25:47.000Z,"Yuri Catarino
@yuricatarino
·
Jan 4",Meu whey acabou ,🤧 🎭,,,2,['https://pbs.twimg.com/ext_tw_video_thumb/1316515222585253888/pu/img/FfPbdLGn75zY1i-G.jpg'],https://twitter.com/yuricatarino/status/1610764454861635585
SoLa CrossFit,@SoLaCrossFit,2023-01-04T23:30:40.000Z,"SoLa CrossFit
@SoLaCrossFit
·
Jan 4","Looking to get fit in the new year? Try out Sola CrossFit for a challenging workout!  #SolaCrossfit

: 
@benjammin_ct",💪 📸,,,,['https://pbs.twimg.com/media/FlqkdHrXwAUUBqb?format=jpg&name=small'],https://twitter.com/SoLaCrossFit/status/1610780782901035009
CrossFit Leixlip,@CrossFitLeixlip,2023-01-04T22:38:06.000Z,"CrossFit Leixlip
@CrossFitLeixlip
·
Jan 4",Just posted a photo @ CrossFit Leixlip,,,,,['https://pbs.twimg.com/card_img/1670749189129785346/5c4UsHpv?format=jpg&name=240x240'],https://twitter.com/CrossFitLeixlip/status/1610767555567779843
camilinha ✠,@camilinhapobre,2023-01-04T23:42:31.000Z,"camilinha ✠
@camilinhapobre
·
Jan 4",tomando esse whey sofrendo,,,,,[],https://twitter.com/camilinhapobre/status/1610783767198670849
Fla Galaxy,@FlaGalaxy,2023-01-04T22:37:42.000Z,"Fla Galaxy
@FlaGalaxy
·
Jan 4",Gerson no treino de hoje (04/01).,,,10,201,['https://pbs.twimg.com/media/FlqYdI0XEAE9nkG?format=jpg&name=small'],https://twitter.com/FlaGalaxy/status/1610767455063777285
Triangle CrossFit,@trianglecrossft,2023-01-04T23:01:29.000Z,"Triangle CrossFit
@trianglecrossft
·
Jan 4","Follow @trianglecrossfit for more!
.
#TheFamilyGym #TriangleCrossFit #TCF #crossfit #workout #training #fit #fitness #raleigh #cary #clayton #wakecounty #apexnc #garner #hollysprings #fuquayvarina #willowspring #angier",👉,,,,['https://pbs.twimg.com/ext_tw_video_thumb/1610773193064693760/pu/img/IDALdPxnhEFrLMFD.jpg'],https://twitter.com/trianglecrossft/status/1610773441635930115
Fla Galaxy,@FlaGalaxy,2023-01-04T22:39:40.000Z,"Fla Galaxy
@FlaGalaxy
·
Jan 4",Arrascaeta no treino de hoje (04/01).,,1,8,174,"['https://pbs.twimg.com/media/FlqY5rXXwAM2fPu?format=jpg&name=small', 'https://pbs.twimg.com/media/FlqY5rXWQAEfOlA?format=jpg&name=360x360']",https://twitter.com/FlaGalaxy/status/1610767950176190466
Alicia Fields(she/her/hers),@Fields722,2023-01-04T23:01:54.000Z,"Alicia Fields(she/her/hers)
@Fields722
·
Jan 4",CrossFit class complete.#WednesdayMotivation #We23 #CrossFit #FitLeaders #LetsGo,✅,,1,5,['https://pbs.twimg.com/media/Flqd_6cX0AALYVd?format=jpg&name=small'],https://twitter.com/Fields722/status/1610773543406665728
DealsUnlimitedUSA,@DealsUnlimited8,2023-01-04T23:04:55.000Z,"DealsUnlimitedUSA
@DealsUnlimited8
·
Jan 4","Animal Whey Isolate Whey Protein Powder – Isolate Loaded for Post Workout and Recovery – Low Sugar with Highly Digestible Whey Isolate Prote...

 Now: $ 69.83
 Average: $ 96.19

 #AmazonPrime

 https://amazon.com/dp/B01MG212XH?tag=dealsunlimi0c-20&linkCode=ogi&th=1&psc=1&language=en_US…  
#ad",💥 📉 📦 👉 🔗 👈,,,,['https://pbs.twimg.com/media/FlqesT0XkAMYVij?format=jpg&name=small'],https://twitter.com/DealsUnlimited8/status/1610774304739803136
Jim Irish,@URLinkedUp,2023-01-04T23:25:28.000Z,"Jim Irish
@URLinkedUp
·
Jan 4",5000m Row Time: What’s a Good Time to Aim For?  https://boxlifemagazine.com/5000-m-row-time/… #crossfit #boxlife #box,,,,,['https://pbs.twimg.com/media/FlqjZTRWIAMBDsw?format=jpg&name=small'],https://twitter.com/URLinkedUp/status/1610779473804234755
Ronnie Bowling,@RonnieBowling76,2023-01-04T23:54:07.000Z,"Ronnie Bowling
@RonnieBowling76
·
Jan 4","My wife convinced me to skip jiu jitsu to go to CrossFit for the first time in 6 months. 

Send help.",,3,,1,[],https://twitter.com/RonnieBowling76/status/1610786687541514242
Nulz.rawr,@Nulz80,2023-01-04T22:15:48.000Z,"Nulz.rawr
@Nulz80
·
Jan 4","You had to explain your family during Christmas Dinner, that that $SOL - that you shilled them - didn't fly.

Next year you will have to explain them, whey you didn't shill them $bonk",🌋,,1,2,[],https://twitter.com/Nulz80/status/1610761945023451140
